,A,B,C,D,E,F,G,H,I,J
12808,Green,Blue,Olive,Purple,Magenta,Crimson,Black,Yellow,Olive,Olden
12809,Hot pink,Black,Red,Purple,Brown,Aquamarine,Charcoal,Khaki,Orange,Yellow
12810,Maroon,Brown,Blue,Fuchsia,Green,Cyan,Brown,Hot pink,Olive,Ivory
12811,Lime,Wheat,Green,Magenta,Navy blue,Silver,Ivory,Cyan,Fuchsia,Coral
12812,Aquamarine,Olden,Azure,Aquamarine,Aquamarine,Wheat,Silver,Purple,Brown,Purple
12813,Green,Teal,Brown,Pea green,Blue,Coral,Navy blue,Blue,Hot pink,Pea green
12814,Red,White,Ivory,Black,Navy blue,Maroon,Magenta,Azure,Azure,Yellow
12815,Blue,Teal,Orange,Magenta,Charcoal,Gray,Navy blue,Magenta,Yellow,Gray
12816,Gray,Orange,Silver,Cyan,Wheat,Lime,Plum,Plum,Magenta,Purple
12817,Ivory,Aquamarine,Khaki,Crimson,Silver,Maroon,Silver,Blue,Gray,Cyan
12818,Yellow,Crimson,Azure,Green,Crimson,Red,Ivory,Azure,Silver,Azure
12819,Hot pink,Orange,Wheat,Coral,Coral,Khaki,Gray,Cyan,White,Navy blue
12820,Magenta,Black,Maroon,Hot pink,Maroon,Blue,Pea green,Silver,Crimson,Black
12821,Olden,Khaki,Coral,Black,Brown,Black,Pea green,Coral,Purple,Coral
12822,Silver,Red,Black,Crimson,Cyan,Charcoal,Khaki,Teal,Maroon,Coral
12823,Crimson,Red,Fuchsia,Ivory,Pea green,White,Olden,Purple,Charcoal,Teal
12824,Maroon,Maroon,Crimson,Charcoal,Khaki,Brown,Magenta,Khaki,Gray,Plum
12825,Charcoal,Plum,Black,Olive,Gray,Maroon,Brown,Plum,Red,Fuchsia
12826,Magenta,Green,Teal,Gray,Magenta,Orange,Pea green,Lime,Cyan,Lime
12827,Orange,Pea green,Navy blue,Olive,Magenta,Hot pink,Black,Purple,Maroon,Coral
12828,Gray,Orange,Green,Crimson,Charcoal,Blue,Hot pink,Azure,Olden,Crimson
12829,Orange,Olive,Olden,Green,Maroon,Silver,Wheat,Lime,Black,Azure
12830,Plum,Ivory,Teal,Purple,Orange,Fuchsia,Wheat,Green,Khaki,Maroon
12831,Ivory,Purple,Cyan,Green,Orange,Khaki,Fuchsia,Aquamarine,Teal,Purple
12832,Ivory,Green,Green,Olive,Hot pink,Pea green,Fuchsia,Purple,Olive,Crimson
12833,Red,Magenta,Black,Ivory,Fuchsia,Charcoal,Lime,Azure,Ivory,Yellow
12834,Crimson,Orange,Lime,Black,Brown,Silver,White,Yellow,Red,Navy blue
12835,Aquamarine,Purple,Brown,Green,White,Fuchsia,Magenta,Wheat,Gray,Red
12836,White,Khaki,Magenta,Maroon,Azure,Gray,Hot pink,Pea green,Silver,Purple
12837,Olden,Khaki,Magenta,Red,Olden,Charcoal,Fuchsia,Wheat,Charcoal,Cyan
12838,Olden,Plum,Khaki,Blue,Purple,Olive,Aquamarine,Charcoal,Lime,Magenta
12839,Wheat,Azure,Aquamarine,Hot pink,Olden,White,Navy blue,Azure,Hot pink,Hot pink
12840,Hot pink,Fuchsia,Teal,Brown,Cyan,Fuchsia,Olive,Pea green,Azure,Olive
12841,Olden,Cyan,Cyan,Green,Magenta,Fuchsia,Maroon,Olden,Navy blue,Silver
12842,Cyan,Brown,White,Charcoal,Red,Pea green,Maroon,Hot pink,Crimson,Ivory
12843,Charcoal,Pea green,Cyan,Olive,Teal,Black,Silver,Blue,Teal,Cyan
12844,Pea green,Magenta,Olive,Olden,Azure,Silver,Black,Gray,Wheat,White
12845,Ivory,Plum,Wheat,Pea green,Aquamarine,Blue,Navy blue,Pea green,Khaki,Orange
12846,Teal,Crimson,Charcoal,Silver,Purple,Olden,Lime,Red,Purple,Navy blue
12847,Wheat,Ivory,Ivory,Magenta,Teal,Silver,Wheat,Olive,Crimson,Aquamarine
12848,Lime,Wheat,Azure,Navy blue,Olden,Black,Purple,Olive,Hot pink,White
12849,Magenta,Navy blue,Olden,Brown,Orange,Yellow,Yellow,Blue,Gray,Khaki
12850,Brown,Lime,Charcoal,Ivory,Blue,Ivory,Maroon,Teal,Fuchsia,Black
12851,Olive,Fuchsia,Magenta,Pea green,White,Cyan,Olden,Silver,Navy blue,Wheat
12852,Purple,Crimson,Black,Lime,White,Coral,Magenta,Black,Olden,Navy blue
12853,Wheat,Azure,Gray,Silver,Olden,Yellow,Coral,Olden,Red,Plum
12854,Orange,Azure,Purple,Brown,Maroon,Navy blue,Black,Gray,Azure,Olive
12855,Gray,Lime,Green,Wheat,Azure,Black,Teal,Lime,Lime,Plum
12856,Purple,Black,Crimson,Teal,Coral,Blue,Teal,Cyan,Hot pink,Olive
12857,Pea green,Aquamarine,Fuchsia,Charcoal,Fuchsia,Gray,Green,Maroon,Olive,Orange
12858,Red,Magenta,Orange,Azure,Brown,Pea green,Gray,Orange,Aquamarine,Red
12859,Pea green,Gray,Yellow,Plum,Magenta,Red,Lime,Navy blue,Green,Yellow
12860,Coral,Khaki,Green,Fuchsia,Aquamarine,Navy blue,Lime,White,Hot pink,Black
12861,Red,Olden,Aquamarine,Fuchsia,Ivory,Purple,Azure,Blue,Cyan,Charcoal
12862,Fuchsia,Blue,Ivory,Teal,Ivory,Lime,Orange,Lime,Khaki,Lime
12863,Gray,Teal,Teal,Yellow,Wheat,Azure,Orange,Charcoal,Orange,Ivory
12864,Yellow,Lime,Purple,Navy blue,Red,Yellow,Lime,Khaki,Fuchsia,Brown
12865,Purple,Charcoal,Yellow,Magenta,Blue,Olive,Black,Pea green,Cyan,Fuchsia
12866,Red,Aquamarine,Black,Maroon,Khaki,Teal,Maroon,Coral,Gray,Yellow
12867,Navy blue,Ivory,Ivory,Coral,Maroon,Navy blue,Azure,Red,Charcoal,Magenta
12868,Azure,Ivory,Lime,Blue,Hot pink,Teal,Pea green,Olden,Olive,Green
12869,Olive,Purple,Crimson,Orange,Ivory,Maroon,Maroon,Silver,Fuchsia,Orange
12870,Cyan,Green,Gray,Purple,Coral,Green,Fuchsia,Red,Crimson,Teal
12871,White,Purple,Orange,Olden,Brown,Red,Crimson,Brown,Red,Purple
12872,Red,Silver,Charcoal,Magenta,Wheat,Red,Fuchsia,Ivory,Olden,Red
12873,Ivory,Green,Blue,Orange,Olive,Pea green,Gray,Brown,Navy blue,Navy blue
12874,Green,Azure,Crimson,Orange,Lime,Azure,Black,Khaki,Yellow,Maroon
12875,Maroon,Brown,Gray,Crimson,Purple,Lime,Crimson,Magenta,Cyan,Cyan
12876,Navy blue,Azure,Magenta,Navy blue,Aquamarine,Teal,Fuchsia,White,Yellow,Green
12877,Ivory,Plum,Khaki,Gray,Hot pink,White,Brown,Lime,Lime,Aquamarine
12878,Orange,Green,Teal,White,Charcoal,Aquamarine,Maroon,Hot pink,Yellow,Aquamarine
12879,Lime,Brown,Aquamarine,Silver,Coral,Yellow,Yellow,Blue,White,Blue
12880,Black,Olive,Silver,Blue,Azure,Olive,Aquamarine,Blue,Gray,Azure
12881,Hot pink,Green,White,Green,Olden,Pea green,Magenta,Magenta,Cyan,Ivory
12882,Red,Navy blue,Khaki,Black,Red,Magenta,Charcoal,Wheat,Navy blue,Red
12883,Maroon,Red,Khaki,Azure,Azure,Khaki,Fuchsia,Crimson,White,Magenta
12884,White,Blue,Wheat,Ivory,White,Charcoal,Olden,Brown,Coral,Lime
12885,Blue,Purple,Pea green,White,Black,Coral,Purple,Olden,Olive,Crimson
12886,Navy blue,Purple,Hot pink,Cyan,Yellow,Brown,Olive,Khaki,White,Red
12887,Brown,Crimson,Lime,Red,Olive,Pea green,Blue,Blue,Charcoal,Aquamarine
12888,Coral,Orange,Navy blue,Orange,Olden,Olive,Khaki,Cyan,Orange,Fuchsia
12889,Aquamarine,Cyan,Purple,Brown,Wheat,Gray,Teal,Ivory,Pea green,Coral
12890,Olden,Lime,Green,Ivory,Crimson,Teal,Gray,Blue,Pea green,Coral
12891,Fuchsia,Purple,Ivory,Plum,Aquamarine,Wheat,Azure,Plum,Hot pink,Red
12892,Fuchsia,Lime,Olive,White,Lime,Azure,Cyan,Teal,Azure,Maroon
12893,Cyan,Magenta,Ivory,Yellow,Yellow,Gray,White,Cyan,Charcoal,Olden
12894,Orange,Pea green,Fuchsia,Yellow,Purple,Ivory,Olden,Purple,Khaki,Teal
12895,Charcoal,Blue,Charcoal,Red,Charcoal,Azure,Teal,Pea green,Coral,Coral
12896,Cyan,Black,Hot pink,Lime,Red,Red,Green,Orange,Ivory,White
12897,Purple,Silver,Black,Pea green,Navy blue,Wheat,Olden,Wheat,Lime,Azure
12898,Coral,Yellow,Brown,Gray,Green,Plum,Crimson,Brown,Khaki,Silver
12899,Ivory,Orange,Green,Brown,Red,Gray,Maroon,Orange,Cyan,Navy blue
12900,Pea green,Yellow,Lime,Aquamarine,Magenta,Pea green,Olive,Wheat,Coral,Red
12901,Orange,Teal,Navy blue,Red,Lime,Yellow,Fuchsia,Cyan,Wheat,White
12902,White,White,Crimson,Maroon,Teal,Magenta,Maroon,Hot pink,Yellow,Hot pink
12903,Azure,Cyan,White,Ivory,Olden,Wheat,Azure,Teal,Olive,Olive
12904,Ivory,Hot pink,Hot pink,Crimson,Red,Maroon,Navy blue,Olive,Cyan,Teal
12905,Navy blue,Lime,Silver,Teal,Aquamarine,Orange,Pea green,Pea green,Brown,Navy blue
12906,Teal,Navy blue,Coral,Cyan,Charcoal,Wheat,Yellow,Coral,Cyan,Khaki
12907,Navy blue,Ivory,Olden,Magenta,Lime,Plum,Ivory,Azure,Cyan,Khaki
12908,Yellow,Crimson,Olive,Magenta,Olden,Olden,Coral,Purple,Blue,Silver
12909,Purple,Teal,Charcoal,Plum,Olive,Maroon,Fuchsia,Olive,Fuchsia,Green
12910,Purple,Black,Red,Black,Red,Fuchsia,Lime,Crimson,Pea green,Purple
12911,Pea green,Teal,Aquamarine,Cyan,White,Maroon,Pea green,Teal,White,Blue
12912,Wheat,Magenta,Aquamarine,Lime,Olive,Black,Silver,Ivory,Purple,Coral
12913,Teal,Lime,Brown,Wheat,Silver,Gray,Ivory,Hot pink,Wheat,Red
12914,White,Navy blue,Hot pink,Yellow,Blue,Cyan,Yellow,Coral,Cyan,Brown
12915,Black,Charcoal,Navy blue,Crimson,Aquamarine,Navy blue,Ivory,Teal,Black,White
12916,White,Plum,Charcoal,Red,Green,Yellow,Green,Olive,Brown,Brown
12917,Navy blue,Maroon,Pea green,Hot pink,Olden,Olden,Gray,Orange,Hot pink,Crimson
12918,Aquamarine,Purple,Magenta,Aquamarine,Charcoal,Gray,Cyan,Maroon,White,Silver
12919,Purple,Khaki,Azure,White,Olive,Olive,Coral,Purple,Brown,Olive
12920,Teal,Gray,Yellow,Cyan,Maroon,Blue,Azure,Green,White,Gray
12921,Maroon,White,Magenta,Pea green,Red,Hot pink,Hot pink,Navy blue,Crimson,Teal
12922,Plum,Black,Olden,Olden,Orange,Wheat,Black,Pea green,Plum,Charcoal
12923,Magenta,Silver,Blue,Fuchsia,Yellow,Aquamarine,Black,Coral,Olden,Ivory
12924,Olive,Coral,Black,Khaki,Olive,Maroon,Black,Pea green,Teal,Olive
12925,Aquamarine,Azure,Azure,Olden,Yellow,White,Plum,Teal,Fuchsia,Ivory
12926,Lime,Plum,Coral,Cyan,Green,White,Charcoal,Olive,Fuchsia,Purple
12927,Olive,Purple,Maroon,Magenta,Maroon,Gray,Gray,Blue,Navy blue,Plum
12928,Magenta,Charcoal,Ivory,White,Lime,Teal,Blue,Lime,Teal,Hot pink
12929,Purple,Orange,White,Green,Wheat,Cyan,Orange,Khaki,Orange,Charcoal
12930,Orange,Lime,Plum,Gray,Fuchsia,Azure,Azure,Azure,Yellow,Ivory
12931,Orange,Navy blue,Azure,Silver,Green,Fuchsia,Silver,Yellow,Purple,Gray
12932,Black,White,Hot pink,Blue,Fuchsia,Charcoal,Plum,Blue,Purple,Cyan
12933,Aquamarine,Green,Gray,Gray,Lime,Charcoal,Hot pink,Ivory,Khaki,Silver
12934,Olive,Gray,Teal,Coral,Green,Plum,Plum,Aquamarine,Charcoal,Olive
12935,Azure,Aquamarine,Cyan,Hot pink,Maroon,Wheat,Silver,Yellow,Teal,Coral
12936,Coral,Azure,Orange,Olden,Yellow,Azure,Silver,Purple,Navy blue,Wheat
12937,Green,Purple,Plum,Wheat,Cyan,Green,Green,Magenta,Yellow,Magenta
12938,Gray,Azure,Silver,Plum,Azure,Brown,Plum,Wheat,Maroon,Aquamarine
12939,Fuchsia,Yellow,Azure,Plum,Hot pink,Lime,Navy blue,Green,Silver,Pea green
12940,Yellow,Purple,Purple,Charcoal,Maroon,Lime,Charcoal,Green,Cyan,Lime
12941,Charcoal,Azure,Coral,Fuchsia,Blue,Magenta,Maroon,Black,Maroon,Olden
12942,Plum,Teal,Navy blue,Crimson,Plum,Maroon,Olive,Green,Black,Pea green
12943,Red,Aquamarine,Purple,Khaki,Gray,Hot pink,Gray,Magenta,Azure,Teal
12944,Wheat,Olive,Black,Crimson,Cyan,Silver,Pea green,Blue,Silver,Gray
12945,Olden,Olden,Ivory,Khaki,Crimson,Pea green,Gray,Teal,Wheat,Fuchsia
12946,Maroon,Blue,Ivory,Plum,Gray,Yellow,Orange,Gray,Azure,Charcoal
12947,Wheat,Hot pink,Fuchsia,Silver,Lime,Pea green,Red,Fuchsia,Maroon,Khaki
12948,Ivory,Crimson,Charcoal,Azure,Coral,Aquamarine,Cyan,Blue,Blue,Fuchsia
12949,Hot pink,Olden,Azure,Purple,Orange,Maroon,Silver,Olden,Hot pink,Olden
12950,Magenta,Wheat,Maroon,Purple,Teal,Crimson,Plum,Brown,Hot pink,Olden
12951,Crimson,Azure,Aquamarine,Crimson,Yellow,Silver,Purple,Crimson,Khaki,Olden
12952,Brown,Olden,Yellow,Silver,Hot pink,Teal,Blue,Aquamarine,Azure,Azure
12953,White,Magenta,Yellow,Green,Orange,Lime,Cyan,Olive,Hot pink,Lime
12954,Olden,Teal,Aquamarine,Purple,Magenta,Yellow,Lime,Yellow,Hot pink,White
12955,Blue,Plum,Teal,Cyan,Crimson,Fuchsia,Plum,Plum,White,Red
12956,Red,Wheat,Gray,Khaki,Wheat,Crimson,Charcoal,Wheat,Hot pink,Red
12957,Pea green,Ivory,Black,White,Ivory,Azure,Green,Olive,Purple,Khaki
12958,Brown,Azure,Lime,Lime,Lime,Khaki,Black,Khaki,Yellow,Khaki
12959,Plum,Fuchsia,Red,Plum,Blue,Lime,Hot pink,Lime,Wheat,Coral
12960,Gray,Navy blue,Teal,Hot pink,Khaki,Ivory,Wheat,Yellow,Charcoal,Red
12961,Aquamarine,Brown,Hot pink,Hot pink,Navy blue,Gray,Silver,Green,Silver,Brown
12962,Maroon,Brown,Azure,Lime,Ivory,Khaki,Pea green,Magenta,Charcoal,Crimson
12963,Cyan,Aquamarine,Coral,Fuchsia,Brown,Red,Aquamarine,Hot pink,Magenta,Crimson
12964,Black,Coral,Plum,Crimson,Yellow,Ivory,Purple,Teal,Black,Green
12965,Black,Silver,Fuchsia,Khaki,Olden,Red,Green,Plum,White,Yellow
12966,Crimson,Plum,Olive,Aquamarine,Khaki,Blue,Charcoal,Azure,Cyan,Olden
12967,Aquamarine,Maroon,Red,Azure,Pea green,Red,Brown,Blue,Navy blue,Olive
12968,Blue,Coral,Charcoal,Coral,Wheat,Purple,Gray,Silver,Charcoal,Navy blue
12969,Coral,Olden,Green,Black,Plum,Maroon,Olive,Blue,Gray,Purple
12970,Charcoal,Gray,Pea green,Magenta,Brown,Azure,Coral,Pea green,Lime,Navy blue
12971,Yellow,Orange,Teal,Azure,Coral,Fuchsia,Lime,Maroon,Blue,Brown
12972,Yellow,Brown,Wheat,Wheat,Azure,Khaki,Fuchsia,Black,Lime,Teal
12973,Purple,Aquamarine,Orange,Aquamarine,Coral,Olive,Green,Lime,Red,Charcoal
12974,Navy blue,Lime,Yellow,Pea green,Aquamarine,Black,Purple,Red,Plum,Pea green
12975,Black,Navy blue,Cyan,Charcoal,Aquamarine,Plum,Yellow,Black,Purple,Lime
12976,Ivory,Yellow,Pea green,Orange,Cyan,Plum,Lime,Aquamarine,Lime,Gray
12977,Green,Green,Crimson,Green,Khaki,Plum,Wheat,Maroon,Hot pink,Wheat
12978,Gray,Charcoal,Brown,Olive,Aquamarine,Orange,Khaki,Green,Red,Aquamarine
12979,Ivory,Navy blue,Green,Maroon,Navy blue,Blue,White,Blue,Hot pink,Pea green
12980,Khaki,Brown,Hot pink,Green,Green,Teal,Orange,Khaki,Plum,Khaki
12981,Blue,Brown,Azure,Brown,Coral,Orange,Coral,Wheat,Olden,Black
12982,Cyan,Ivory,Blue,Charcoal,Wheat,Green,Hot pink,Olive,Wheat,Fuchsia
12983,Pea green,Maroon,Pea green,Wheat,Wheat,Green,Cyan,Khaki,Black,Orange
12984,Olden,Fuchsia,Charcoal,Azure,Brown,Purple,Crimson,Gray,Hot pink,Teal
12985,Coral,Azure,Khaki,Red,Pea green,Black,Blue,Fuchsia,Brown,Teal
12986,Red,Magenta,Lime,Gray,Gray,White,Brown,Charcoal,Red,Yellow
12987,Red,Charcoal,Lime,Olden,Wheat,Brown,Gray,Orange,Yellow,Plum
12988,Aquamarine,Orange,Aquamarine,Lime,Lime,Magenta,Orange,Yellow,Aquamarine,Green
12989,Khaki,White,Magenta,Orange,Coral,Navy blue,Blue,White,Wheat,Silver
12990,Khaki,Plum,Red,Maroon,Coral,Coral,Wheat,Coral,Olden,Purple
12991,Fuchsia,Cyan,Teal,Gray,Plum,Crimson,Gray,Blue,Navy blue,White
12992,Magenta,Green,Ivory,Brown,Olden,Blue,Azure,Crimson,Teal,Maroon
12993,Yellow,Olive,Teal,Lime,Olive,Azure,Yellow,Hot pink,Khaki,Charcoal
12994,Aquamarine,Teal,Hot pink,Cyan,Coral,Lime,Blue,Orange,Plum,Lime
12995,Olive,Navy blue,Azure,Charcoal,Fuchsia,Gray,Coral,Black,Silver,Cyan
12996,Aquamarine,Red,Navy blue,Coral,Fuchsia,Cyan,Olden,Magenta,Coral,Olive
12997,Red,Ivory,Aquamarine,Magenta,Teal,Fuchsia,Navy blue,Khaki,Teal,Magenta
12998,Azure,Olive,Charcoal,Magenta,Green,Purple,Olden,Silver,Green,Purple
12999,Plum,Blue,Hot pink,Plum,Charcoal,Ivory,Brown,Olden,Olden,Charcoal
13000,Magenta,Blue,Charcoal,Black,Green,Purple,Wheat,Olive,Cyan,Charcoal
13001,Orange,Lime,Purple,Silver,Orange,Coral,Silver,Plum,Brown,Coral
13002,Olive,Ivory,Teal,Maroon,Plum,Red,Blue,Cyan,Azure,Cyan
13003,Magenta,Coral,Magenta,Olive,Hot pink,Blue,Purple,Plum,Khaki,Olive
13004,Aquamarine,Crimson,Blue,Green,Crimson,Green,Coral,Coral,Crimson,Silver
13005,Green,Maroon,Green,Crimson,Red,Olden,Green,Teal,Fuchsia,Olden
13006,Hot pink,Charcoal,Hot pink,Crimson,Olive,Aquamarine,Maroon,Fuchsia,Khaki,Olden
13007,Wheat,Cyan,Pea green,Maroon,Navy blue,Navy blue,Pea green,Aquamarine,Teal,Aquamarine
13008,Khaki,Ivory,Ivory,Magenta,Coral,Purple,Wheat,Green,Ivory,Coral
13009,Green,Charcoal,Brown,Lime,Magenta,Teal,Brown,Brown,Silver,Aquamarine
13010,Pea green,Teal,Wheat,Charcoal,Lime,Red,Teal,Ivory,Ivory,Hot pink
13011,Gray,Crimson,Blue,Magenta,Magenta,Blue,Blue,Plum,White,Silver
13012,Aquamarine,Azure,Magenta,Yellow,Lime,Plum,Pea green,Fuchsia,Khaki,Navy blue
13013,Orange,Navy blue,Olden,Maroon,Orange,Crimson,Ivory,Gray,Cyan,Olive
13014,Green,Olden,Black,Ivory,Olden,Azure,Charcoal,Fuchsia,Plum,Wheat
13015,Olden,Teal,Fuchsia,Lime,Navy blue,Pea green,Maroon,Azure,Red,Yellow
13016,Cyan,Silver,White,Lime,Aquamarine,Fuchsia,Wheat,Cyan,Blue,Khaki
13017,Silver,Charcoal,Plum,Lime,Teal,Charcoal,White,Hot pink,Purple,White
13018,Blue,Lime,Lime,Brown,Navy blue,Purple,Purple,Hot pink,Charcoal,Purple
13019,Wheat,Black,Green,Gray,Purple,Teal,Hot pink,Cyan,Olden,Charcoal
13020,Lime,Fuchsia,Gray,Fuchsia,Silver,Green,Silver,Wheat,Azure,Pea green
13021,White,Black,Green,Blue,White,Yellow,Olive,Cyan,Lime,Yellow
13022,Green,Hot pink,Olden,Plum,Wheat,Purple,White,Olive,Silver,Red
13023,Ivory,Teal,Maroon,Red,Azure,Brown,Magenta,Coral,Teal,Blue
13024,Olden,Blue,Azure,Hot pink,Purple,Azure,Lime,Olden,Gray,Red
13025,Gray,White,Azure,Lime,Magenta,Maroon,Pea green,Black,Lime,Navy blue
13026,Silver,White,Ivory,Wheat,Navy blue,Purple,Orange,Purple,Teal,Fuchsia
13027,Purple,Green,Maroon,Plum,Gray,Black,Green,Plum,Crimson,Azure
13028,Coral,Red,White,Plum,Coral,Teal,Brown,Maroon,Teal,Yellow
13029,Ivory,Maroon,Orange,Pea green,Lime,Olive,Brown,Red,Ivory,Olive
13030,Gray,Olive,Azure,White,Crimson,Blue,Aquamarine,Wheat,Purple,Aquamarine
13031,Magenta,Magenta,Khaki,Plum,Cyan,Magenta,Crimson,Pea green,Navy blue,Red
13032,Plum,Ivory,Plum,Brown,Azure,Green,Azure,Wheat,Purple,Ivory
13033,Maroon,Khaki,Gray,Khaki,Purple,Orange,Olden,Khaki,Maroon,Charcoal
13034,Khaki,Olden,White,Azure,Purple,Plum,Purple,Azure,Ivory,Plum
13035,Silver,Hot pink,Blue,Navy blue,Red,Maroon,Yellow,Cyan,Aquamarine,Teal
13036,Fuchsia,Ivory,Ivory,Gray,Teal,Maroon,Khaki,Crimson,Lime,Crimson
13037,Magenta,Ivory,Navy blue,Green,Silver,Ivory,Khaki,Olive,Wheat,Maroon
13038,Navy blue,Gray,Charcoal,Black,Yellow,Maroon,Crimson,Cyan,Orange,Cyan
13039,Olden,Ivory,Olive,Fuchsia,Coral,Wheat,Fuchsia,Orange,Crimson,Purple
13040,Orange,Khaki,Pea green,Lime,Crimson,Lime,Olive,Navy blue,Orange,Coral
13041,Lime,Teal,Teal,Ivory,Purple,Maroon,Lime,Hot pink,Teal,Khaki
13042,Olden,Ivory,Yellow,Azure,Silver,Plum,Yellow,Yellow,Green,Maroon
13043,Lime,Olive,Crimson,Orange,Wheat,Ivory,Magenta,Orange,Cyan,Cyan
13044,Lime,Yellow,Cyan,Maroon,Olden,Orange,Azure,Teal,White,Red
13045,Lime,Yellow,Olive,Coral,Brown,Wheat,Black,Crimson,Ivory,White
13046,Gray,Charcoal,Gray,Blue,Orange,Olive,Brown,Wheat,Aquamarine,Gray
13047,Magenta,Fuchsia,Fuchsia,Maroon,Coral,Coral,Maroon,Teal,Cyan,Silver
13048,Crimson,Hot pink,Teal,Crimson,Plum,Plum,Olden,Khaki,White,Cyan
13049,Brown,Lime,Maroon,Fuchsia,Red,Aquamarine,Wheat,White,Green,Hot pink
13050,Magenta,Maroon,Yellow,Yellow,Purple,Silver,Gray,Fuchsia,Crimson,Purple
13051,Olive,Cyan,Plum,White,Plum,Blue,Maroon,Charcoal,Aquamarine,Magenta
13052,Olden,Crimson,Azure,Crimson,Ivory,Black,Blue,Olive,Brown,Red
13053,Brown,Blue,Charcoal,Gray,Teal,Magenta,Maroon,Crimson,Charcoal,Azure
13054,Azure,Wheat,Plum,Cyan,Purple,Green,Olden,Yellow,Gray,Magenta
13055,Green,Olive,White,Lime,Olive,Khaki,Plum,Gray,Charcoal,Plum
13056,Brown,Maroon,Black,Green,Olive,Hot pink,Khaki,Red,Green,Ivory
13057,Olden,Charcoal,Pea green,Purple,Olive,Lime,Crimson,Charcoal,Fuchsia,White
13058,Ivory,Lime,Maroon,Coral,Ivory,Coral,Brown,Aquamarine,Khaki,Khaki
13059,Fuchsia,Fuchsia,Lime,Yellow,Ivory,Olive,Khaki,Yellow,Green,Blue
13060,Hot pink,Olden,Orange,Black,Ivory,Aquamarine,Yellow,Azure,Magenta,Lime
13061,Green,Green,Maroon,Crimson,Gray,Silver,Green,Olden,Brown,Red
13062,White,Aquamarine,Silver,Aquamarine,Coral,Pea green,Olden,Ivory,Aquamarine,Brown
13063,Pea green,Khaki,Silver,Azure,Crimson,Olive,Pea green,Hot pink,Purple,Plum
13064,Ivory,Navy blue,Lime,Azure,Teal,Silver,Black,Navy blue,Khaki,Khaki
13065,Red,Green,Charcoal,Purple,Silver,Coral,Crimson,Ivory,Orange,Cyan
13066,Azure,Crimson,Olive,Aquamarine,Pea green,Silver,Magenta,Brown,White,Coral
13067,Crimson,Crimson,Fuchsia,Green,Cyan,Green,Gray,Ivory,Magenta,Azure
13068,Hot pink,Pea green,Silver,Maroon,Orange,Gray,Aquamarine,Plum,Lime,Purple
13069,Hot pink,Navy blue,Hot pink,Magenta,Azure,Aquamarine,Coral,Orange,Red,Coral
13070,Hot pink,Wheat,Olive,Azure,Yellow,Hot pink,Brown,Fuchsia,Charcoal,Wheat
13071,White,Azure,Orange,Silver,Green,Yellow,Green,Gray,Khaki,Navy blue
13072,Azure,White,Wheat,Pea green,Khaki,Cyan,Ivory,Khaki,Olden,Brown
13073,Fuchsia,Khaki,White,Crimson,Plum,Teal,Azure,Olden,Fuchsia,Red
13074,Crimson,Navy blue,Magenta,Ivory,Aquamarine,Brown,Purple,Black,Silver,Teal
13075,Azure,Lime,Brown,Silver,Khaki,Gray,Olden,Brown,Orange,Navy blue
13076,Lime,Hot pink,Wheat,Purple,Ivory,Black,Brown,Blue,Maroon,Aquamarine
13077,Purple,Charcoal,Plum,Magenta,Orange,Orange,Gray,Silver,Cyan,Purple
13078,Ivory,Gray,Yellow,Purple,Black,Aquamarine,Blue,Aquamarine,Coral,Navy blue
13079,Brown,Ivory,Olive,White,Orange,Plum,Blue,Plum,Blue,Aquamarine
13080,White,Maroon,Fuchsia,Purple,Azure,Silver,Azure,Red,Cyan,Olive
13081,Orange,Silver,Pea green,Magenta,Orange,Silver,Silver,Olden,White,Brown
13082,Cyan,Red,Khaki,Cyan,Teal,Yellow,Teal,Teal,Lime,Wheat
13083,Ivory,Khaki,Maroon,Red,Black,Cyan,Teal,Silver,Magenta,Khaki
13084,Plum,Green,Yellow,Charcoal,Azure,Cyan,Orange,Hot pink,Teal,Yellow
13085,Maroon,Azure,Coral,Magenta,Azure,Teal,Plum,Charcoal,Yellow,Coral
13086,Brown,Lime,Gray,Silver,Brown,Navy blue,Brown,Lime,Khaki,Navy blue
13087,Teal,Blue,Black,Azure,Olive,Aquamarine,Khaki,Coral,Hot pink,Pea green
13088,Blue,Purple,Ivory,Green,Fuchsia,Orange,Wheat,Plum,Red,Green
13089,Azure,Silver,Olden,Blue,Green,Gray,Cyan,Green,Cyan,Wheat
13090,Hot pink,White,Orange,Azure,Plum,Silver,Maroon,Coral,Ivory,Navy blue
13091,Charcoal,Orange,Olden,Charcoal,Green,Cyan,Cyan,Teal,Khaki,Plum
13092,Khaki,Coral,Black,Wheat,Plum,Cyan,Maroon,Green,Khaki,Ivory
13093,Cyan,Cyan,Green,Khaki,Gray,Pea green,Plum,Black,Purple,Brown
13094,Fuchsia,Black,Yellow,Blue,Black,Red,Pea green,Navy blue,Crimson,Fuchsia
13095,Yellow,Aquamarine,Maroon,Gray,Khaki,Charcoal,Olden,Hot pink,Green,Wheat
13096,Crimson,Silver,Red,Blue,Fuchsia,Maroon,White,Blue,Ivory,Orange
13097,Fuchsia,Wheat,Aquamarine,Olive,Khaki,Fuchsia,Olive,Green,Orange,Wheat
13098,Maroon,Lime,Red,Blue,Red,Ivory,Fuchsia,Khaki,Blue,Olive
