,A,B,C,D,E,F,G,H,I,J
12635,Navy blue,Orange,Red,Crimson,White,Red,Black,Lime,Aquamarine,Blue
12636,Cyan,White,Hot pink,White,Coral,Brown,Magenta,Charcoal,Orange,Khaki
12637,Silver,Crimson,Yellow,Fuchsia,Hot pink,Charcoal,Orange,Azure,Brown,Navy blue
12638,Olive,Purple,Silver,Black,Brown,Green,Purple,Orange,Teal,Navy blue
12639,Crimson,Purple,Coral,Olive,Red,Hot pink,Hot pink,Pea green,Crimson,Khaki
12640,Magenta,Green,Crimson,Fuchsia,White,Red,Gray,Yellow,Brown,Blue
12641,Maroon,Magenta,Coral,Blue,Ivory,Wheat,Ivory,Black,Blue,Red
12642,Azure,Fuchsia,Brown,Gray,Lime,Blue,Maroon,Gray,Orange,Navy blue
12643,Hot pink,Black,Yellow,Silver,Gray,White,Navy blue,Green,Olden,Crimson
12644,Fuchsia,Hot pink,Navy blue,Olden,White,Blue,Olive,Brown,Orange,Maroon
12645,Teal,Khaki,Khaki,Purple,Crimson,Red,Lime,Green,Silver,Magenta
12646,Magenta,Olive,Olden,Crimson,Crimson,Navy blue,Orange,Green,Green,Black
12647,Brown,Fuchsia,Cyan,White,Black,Ivory,Green,Coral,Purple,Red
12648,Aquamarine,Wheat,Green,Teal,Aquamarine,Black,Charcoal,Lime,White,Wheat
12649,Hot pink,Orange,Crimson,Teal,Magenta,Ivory,Hot pink,Olden,Red,Teal
12650,Brown,Wheat,Gray,Magenta,Silver,Blue,Olden,Purple,Maroon,Orange
12651,Navy blue,Pea green,Orange,Brown,Brown,Charcoal,Fuchsia,Crimson,Coral,Orange
12652,Navy blue,Green,Purple,Crimson,Gray,Olive,Orange,Cyan,Cyan,Hot pink
12653,Gray,Olden,Maroon,Olden,Coral,White,Hot pink,Coral,Teal,Black
12654,Purple,Olive,Hot pink,Gray,Olden,Olden,Plum,Navy blue,White,Charcoal
12655,Lime,Pea green,Teal,Wheat,Wheat,Black,Purple,Green,Crimson,Azure
12656,Khaki,Khaki,Hot pink,Silver,Yellow,Magenta,Coral,Gray,Hot pink,Khaki
12657,Gray,Purple,Coral,Navy blue,White,White,Yellow,Brown,Aquamarine,Pea green
12658,Crimson,Brown,Lime,Ivory,Magenta,Red,Red,Pea green,Black,Lime
12659,Black,Coral,Lime,Blue,Silver,Teal,Hot pink,Hot pink,Black,Red
12660,Aquamarine,Green,Lime,Lime,Red,Khaki,Azure,Olden,Pea green,Magenta
12661,Magenta,Navy blue,Yellow,Ivory,White,Blue,Green,Coral,Ivory,Charcoal
12662,Khaki,Orange,Crimson,Ivory,Charcoal,White,White,Olden,Blue,Coral
12663,Coral,Crimson,Ivory,Magenta,Green,Plum,Wheat,Gray,Magenta,Crimson
12664,White,Olive,White,Charcoal,Cyan,Hot pink,Pea green,Orange,Maroon,Navy blue
12665,Brown,Khaki,Red,Teal,Pea green,Hot pink,Ivory,Olive,Ivory,Blue
12666,Red,Brown,Ivory,Olden,Olive,Black,Charcoal,Wheat,Magenta,Magenta
12667,Orange,Purple,Hot pink,Black,Cyan,Brown,Yellow,Teal,Silver,Magenta
12668,Lime,Khaki,Yellow,Khaki,Olden,Brown,Navy blue,Hot pink,Black,Blue
12669,Crimson,Red,Navy blue,Aquamarine,Magenta,Maroon,Crimson,Pea green,Pea green,Black
12670,Olden,Azure,White,Green,Navy blue,White,Olden,Aquamarine,Blue,Ivory
12671,Azure,Green,Navy blue,Maroon,Coral,Gray,Silver,Orange,Yellow,Gray
12672,Black,Blue,Gray,Yellow,Blue,Yellow,Yellow,Hot pink,Gray,Blue
12673,Pea green,Magenta,Azure,Yellow,Blue,Lime,Hot pink,Hot pink,Silver,Gray
12674,Azure,Brown,Khaki,Navy blue,Crimson,Khaki,Lime,Cyan,Magenta,Brown
12675,Magenta,Navy blue,Khaki,Plum,Silver,Gray,Navy blue,Hot pink,Azure,Coral
12676,Pea green,Cyan,Ivory,Brown,Ivory,Olden,Maroon,Fuchsia,Navy blue,Azure
12677,Brown,Khaki,White,Hot pink,Green,Black,Black,Green,Hot pink,Hot pink
12678,Navy blue,Pea green,Plum,Aquamarine,Cyan,Aquamarine,Olden,Cyan,Azure,Coral
12679,White,White,Silver,Green,Teal,Olive,Green,Navy blue,Black,Teal
12680,Azure,Aquamarine,Pea green,Purple,Blue,Plum,Black,Wheat,White,Navy blue
12681,Azure,White,Orange,Plum,Green,Plum,Blue,Fuchsia,Coral,Fuchsia
12682,Aquamarine,Hot pink,Wheat,Crimson,Red,Purple,Gray,Blue,White,Azure
12683,Black,Green,Teal,Magenta,Navy blue,Aquamarine,Aquamarine,Blue,Lime,Green
12684,Red,Khaki,Plum,Purple,Ivory,Azure,Aquamarine,Purple,Coral,Charcoal
12685,Plum,Ivory,Khaki,Purple,Wheat,Red,Silver,Azure,Lime,Silver
12686,Blue,Lime,Yellow,Khaki,Green,Khaki,Silver,Blue,Green,Silver
12687,Charcoal,Gray,Lime,Coral,Maroon,Silver,Wheat,Silver,Purple,Silver
12688,Blue,Fuchsia,Purple,Cyan,Silver,Aquamarine,Green,Aquamarine,Orange,Hot pink
12689,Green,Gray,Coral,Olive,Teal,Hot pink,Charcoal,Khaki,Blue,Aquamarine
12690,Navy blue,Red,Maroon,Gray,Plum,Azure,Green,Aquamarine,Cyan,Green
12691,Aquamarine,Pea green,Khaki,Purple,Gray,Charcoal,Fuchsia,Ivory,Olden,Red
12692,Aquamarine,Orange,Olden,Cyan,Plum,Olden,Wheat,Gray,Aquamarine,Silver
12693,Khaki,Magenta,Brown,Gray,Crimson,Khaki,Fuchsia,Orange,Ivory,Khaki
12694,Gray,Silver,Pea green,Lime,Red,Cyan,Maroon,Green,Magenta,Plum
12695,Pea green,Navy blue,Magenta,Wheat,Yellow,Orange,Black,Navy blue,Charcoal,Crimson
12696,Lime,Khaki,Navy blue,Red,Crimson,Olive,Teal,Orange,Pea green,Purple
12697,Pea green,Red,Orange,Teal,Crimson,Olden,Teal,Black,Navy blue,Wheat
12698,Lime,Plum,Silver,Magenta,Orange,Yellow,Silver,Charcoal,Aquamarine,Aquamarine
12699,Maroon,Orange,Gray,Azure,Magenta,Olden,Yellow,Ivory,Olden,Maroon
12700,Black,Navy blue,Yellow,Coral,Lime,Green,Purple,Lime,Red,Red
12701,Brown,Navy blue,Silver,Coral,Wheat,Charcoal,Teal,Wheat,Maroon,Cyan
12702,Silver,Olive,Yellow,Lime,Brown,Cyan,Olden,Silver,Coral,Charcoal
12703,Khaki,Pea green,Silver,Teal,Crimson,Blue,Fuchsia,Navy blue,Charcoal,Ivory
12704,Teal,Green,Blue,Charcoal,Pea green,Olive,Olive,Ivory,Lime,Ivory
12705,Teal,Green,Aquamarine,Teal,Lime,Ivory,Gray,Aquamarine,Coral,Purple
12706,Gray,Purple,Olden,Brown,Cyan,Orange,Aquamarine,Pea green,Navy blue,Lime
12707,Black,Charcoal,Maroon,Plum,Olden,Lime,Aquamarine,Lime,Green,Aquamarine
12708,Blue,Charcoal,Orange,Orange,Khaki,Crimson,Magenta,Gray,Gray,Orange
12709,Gray,Brown,Aquamarine,Fuchsia,Navy blue,Hot pink,Silver,Ivory,Charcoal,Black
12710,Azure,Orange,Lime,Crimson,White,Ivory,Wheat,Red,Navy blue,Silver
12711,Black,Khaki,Lime,Coral,Pea green,Gray,Navy blue,Blue,Maroon,Brown
12712,Plum,White,Teal,Ivory,Cyan,Hot pink,Hot pink,Brown,Orange,Magenta
12713,Pea green,Purple,Maroon,Khaki,Ivory,Lime,Orange,Olive,Wheat,Yellow
12714,Charcoal,Crimson,Lime,Hot pink,Red,White,Teal,Plum,Teal,Black
12715,Khaki,Crimson,Charcoal,Red,Yellow,Olive,Yellow,Teal,Navy blue,Black
12716,White,Wheat,Navy blue,Fuchsia,Aquamarine,Purple,Maroon,Cyan,Gray,Magenta
12717,Brown,Pea green,Pea green,Azure,Teal,Ivory,Red,Ivory,Charcoal,Blue
12718,Navy blue,Azure,Olden,Coral,Red,Orange,Silver,Wheat,Olive,Coral
12719,Fuchsia,Aquamarine,Black,Wheat,Wheat,Ivory,Cyan,Yellow,Hot pink,Blue
12720,Navy blue,Ivory,Aquamarine,Blue,Teal,Silver,Fuchsia,Teal,Hot pink,Red
12721,Ivory,Crimson,Azure,Navy blue,Yellow,Ivory,Magenta,Olden,Olden,Yellow
12722,Lime,Plum,Khaki,Brown,Green,Teal,Pea green,Coral,Olive,Crimson
12723,Purple,Teal,Khaki,Cyan,Maroon,Crimson,Khaki,Orange,Silver,Azure
12724,Gray,White,Teal,White,Pea green,Olden,Aquamarine,Coral,Crimson,Teal
12725,Maroon,Charcoal,Crimson,Fuchsia,Olive,Brown,Yellow,Plum,Crimson,Plum
12726,Navy blue,Teal,Green,Plum,Brown,Cyan,Navy blue,Aquamarine,Crimson,Azure
12727,Lime,Yellow,Maroon,Green,Ivory,Green,Azure,Khaki,Green,Black
12728,Olive,White,Lime,Purple,Gray,Magenta,Navy blue,Black,Yellow,Green
12729,Green,Teal,Olden,Silver,Coral,Fuchsia,Orange,Navy blue,Brown,Aquamarine
12730,Lime,Olden,Fuchsia,Khaki,Olive,Aquamarine,Purple,Olive,Azure,Khaki
12731,Ivory,Navy blue,Green,Crimson,Gray,Orange,Gray,Cyan,Navy blue,Crimson
12732,Ivory,Ivory,Yellow,Navy blue,Wheat,Navy blue,Red,Khaki,Gray,Gray
12733,Gray,Brown,Brown,Aquamarine,Orange,Gray,Blue,Gray,Olden,Charcoal
12734,Wheat,Pea green,Lime,Blue,Teal,Black,Teal,Teal,Crimson,Khaki
12735,Coral,Maroon,Teal,Crimson,Ivory,Azure,Olive,Olive,Blue,Crimson
12736,Khaki,Yellow,Wheat,Gray,Azure,Olive,Orange,Ivory,Lime,Green
12737,Purple,Magenta,White,Hot pink,Brown,Green,Plum,Lime,Olive,Cyan
12738,Plum,Yellow,Silver,Fuchsia,Yellow,Wheat,Teal,Crimson,Coral,Purple
12739,Yellow,Azure,White,Navy blue,Red,Azure,Ivory,Olive,Plum,Red
12740,Green,Coral,Pea green,Gray,Purple,Plum,Pea green,Blue,Teal,Cyan
12741,Olive,Blue,Plum,Lime,Coral,Wheat,Olden,Khaki,Hot pink,Ivory
12742,Black,Maroon,Brown,Magenta,Olden,Hot pink,Olden,White,Maroon,Gray
12743,Green,Azure,Hot pink,Azure,Red,Purple,Blue,Lime,Khaki,Pea green
12744,Maroon,Crimson,Fuchsia,Navy blue,Coral,White,Cyan,Fuchsia,Charcoal,Silver
12745,Olive,Coral,Blue,Wheat,Wheat,Silver,Fuchsia,White,Lime,Lime
12746,Purple,Wheat,Aquamarine,Red,Plum,Plum,Plum,Aquamarine,White,Coral
12747,Ivory,Magenta,Orange,Hot pink,Yellow,Teal,Gray,Aquamarine,Gray,Brown
12748,Pea green,Gray,Blue,Teal,Aquamarine,Olive,Teal,Plum,Blue,Green
12749,Aquamarine,Blue,Fuchsia,Blue,Magenta,Pea green,Green,Brown,Olive,Orange
12750,Maroon,Magenta,Azure,Gray,Blue,Cyan,Charcoal,Aquamarine,Gray,Charcoal
12751,Lime,Cyan,Crimson,Fuchsia,Yellow,Olden,Magenta,Azure,Wheat,Orange
12752,Coral,White,Fuchsia,Brown,Olive,Silver,Orange,Gray,Azure,Ivory
12753,Lime,Wheat,Fuchsia,Khaki,Maroon,Magenta,Orange,Lime,Green,Cyan
12754,Blue,Purple,Aquamarine,Khaki,Aquamarine,Wheat,Red,Azure,Green,Wheat
12755,White,Pea green,Purple,Azure,Khaki,Brown,Olden,Lime,Brown,White
12756,Aquamarine,Ivory,Black,Gray,Olden,Green,Orange,Purple,Ivory,Wheat
12757,Black,Plum,Silver,Ivory,Teal,Azure,Azure,Azure,Olden,Olive
12758,Black,Magenta,Teal,Coral,Maroon,White,Yellow,Fuchsia,Lime,Olive
12759,Red,Crimson,Ivory,Blue,Gray,Magenta,Black,Navy blue,White,Blue
12760,Purple,Wheat,Ivory,Orange,Red,Coral,Hot pink,Olden,Aquamarine,Crimson
12761,Teal,Silver,Coral,Navy blue,Purple,Ivory,Teal,Orange,Cyan,White
12762,Red,Blue,White,Magenta,Purple,Teal,Aquamarine,Navy blue,Blue,Magenta
12763,Hot pink,Aquamarine,Purple,Teal,Wheat,Magenta,Khaki,Khaki,Wheat,Olden
12764,Purple,Charcoal,Blue,Silver,Hot pink,Cyan,Charcoal,Hot pink,Navy blue,Olden
12765,Coral,Crimson,Gray,Orange,Red,Charcoal,Pea green,Brown,Olden,Crimson
12766,Navy blue,Charcoal,White,Yellow,Crimson,Plum,Orange,Orange,Ivory,Wheat
12767,White,Wheat,Cyan,Wheat,Maroon,Plum,Ivory,Fuchsia,Charcoal,Yellow
12768,Silver,Silver,Khaki,Brown,Olive,Silver,Ivory,Plum,Orange,Magenta
12769,Crimson,Olive,Olive,Wheat,Olden,Magenta,Olden,Olive,Hot pink,Red
12770,Crimson,Olive,Black,Silver,White,Plum,Charcoal,Orange,Crimson,Maroon
12771,Cyan,Blue,Olden,Charcoal,Charcoal,Azure,Azure,Magenta,Aquamarine,Lime
12772,Wheat,Black,White,Red,Black,Silver,Charcoal,Teal,Brown,Purple
12773,Plum,Olden,Magenta,Cyan,Gray,Magenta,Gray,Gray,Navy blue,Cyan
12774,Aquamarine,Aquamarine,Coral,Fuchsia,Yellow,Teal,Magenta,Teal,Purple,Black
12775,Yellow,Silver,Gray,Crimson,Gray,Gray,Green,Khaki,Crimson,Aquamarine
12776,Purple,Blue,Gray,Lime,Purple,Orange,Hot pink,Maroon,Pea green,Silver
12777,Fuchsia,Hot pink,Magenta,Black,Yellow,Olive,Maroon,Charcoal,Maroon,Coral
12778,Coral,Magenta,Purple,Cyan,Brown,Lime,Black,Plum,Red,Magenta
12779,Charcoal,Olden,Navy blue,Lime,Ivory,Azure,Red,Green,Crimson,White
12780,Coral,Maroon,Navy blue,Azure,Coral,Hot pink,Fuchsia,Black,Coral,Brown
12781,Magenta,White,White,Silver,Gray,Yellow,Green,Teal,Charcoal,Lime
12782,Charcoal,Yellow,Charcoal,White,Orange,Orange,Blue,Red,Teal,Crimson
12783,Khaki,Lime,Black,Black,White,Crimson,Silver,Teal,Azure,Brown
12784,Plum,Silver,Black,Maroon,Olden,Pea green,Fuchsia,Ivory,Khaki,Hot pink
12785,Purple,Coral,Purple,Yellow,Wheat,Magenta,Pea green,Blue,Silver,Pea green
12786,Purple,Olden,Blue,Hot pink,Wheat,Plum,Plum,Lime,Orange,Lime
12787,Teal,Aquamarine,Maroon,Khaki,Maroon,Charcoal,Pea green,Maroon,Black,Brown
12788,Olive,Wheat,Aquamarine,Khaki,Olive,Azure,Plum,Plum,Brown,Lime
12789,Yellow,Maroon,Black,Blue,Crimson,Olive,Yellow,Maroon,Olden,Aquamarine
12790,Cyan,Gray,Khaki,Olive,Orange,Plum,Yellow,Khaki,Cyan,Azure
12791,Navy blue,Black,Navy blue,Khaki,Aquamarine,Aquamarine,Plum,Blue,Red,Black
12792,Red,Red,Azure,Teal,Navy blue,Yellow,Plum,Green,Brown,Navy blue
12793,Brown,Maroon,Maroon,Crimson,Cyan,Plum,White,Ivory,Gray,Black
12794,Coral,Khaki,Cyan,Lime,White,White,Pea green,Azure,Azure,Khaki
12795,Plum,Coral,Ivory,Blue,Aquamarine,Olive,Black,Magenta,Maroon,Yellow
12796,Black,Red,Maroon,Pea green,Charcoal,White,Orange,Cyan,Black,Yellow
12797,Olden,Olden,Cyan,Crimson,Crimson,Hot pink,Olden,Lime,Fuchsia,Azure
12798,Teal,Plum,Red,Olive,Pea green,Azure,Purple,Aquamarine,Azure,Red
12799,Red,Yellow,Red,Cyan,Yellow,Charcoal,Green,Khaki,Charcoal,Magenta
12800,Blue,Charcoal,Yellow,Khaki,Coral,Green,Orange,Wheat,Charcoal,Maroon
12801,Olden,Purple,Lime,Plum,Wheat,Maroon,Olive,Gray,Azure,Silver
12802,Maroon,Plum,Hot pink,Khaki,White,Hot pink,Pea green,Ivory,Brown,Purple
12803,Orange,Magenta,Brown,Pea green,Teal,Olive,Wheat,Gray,Cyan,Silver
12804,Hot pink,Plum,Green,Cyan,Magenta,Coral,Azure,Red,Cyan,Wheat
12805,Brown,Fuchsia,Azure,Yellow,Gray,Charcoal,Black,Red,Olden,Red
12806,Gray,Silver,Yellow,Pea green,Coral,Maroon,Charcoal,Blue,Navy blue,Brown
12807,Olden,Black,Silver,Khaki,Azure,Hot pink,Cyan,Khaki,Olden,Plum
12808,Khaki,Brown,Coral,Cyan,White,Olive,Orange,Silver,Wheat,Khaki
12809,Aquamarine,Magenta,Red,Coral,Black,Brown,Crimson,Green,Magenta,Coral
12810,Hot pink,Blue,Black,Orange,Magenta,Gray,Olive,Crimson,Purple,Crimson
12811,Fuchsia,Green,Wheat,Coral,White,Gray,Yellow,Cyan,Olive,Black
12812,Red,Plum,Pea green,Azure,Black,Azure,Gray,Fuchsia,Maroon,Yellow
12813,Maroon,Orange,Orange,Teal,Fuchsia,White,Green,Navy blue,Yellow,Coral
12814,Gray,Coral,Black,White,Pea green,Brown,Red,Teal,Azure,Fuchsia
12815,Silver,Orange,Wheat,Charcoal,Hot pink,Maroon,Green,Purple,Plum,Wheat
12816,Teal,Olden,Teal,Silver,Blue,Aquamarine,Red,Red,Blue,Orange
12817,Green,Crimson,Green,Plum,Brown,Purple,Pea green,Pea green,Black,Pea green
12818,Charcoal,Wheat,Brown,Green,Olive,Azure,Olden,Blue,Khaki,Crimson
12819,Olden,Wheat,Teal,Maroon,Khaki,White,Fuchsia,Hot pink,Yellow,Azure
12820,Wheat,Lime,Brown,Plum,Khaki,Yellow,Magenta,Red,Magenta,Maroon
12821,Charcoal,Khaki,Coral,Charcoal,Cyan,Coral,Aquamarine,Hot pink,Olive,Green
12822,Plum,Magenta,Teal,Coral,Brown,Fuchsia,Charcoal,Olden,White,Yellow
12823,Magenta,Ivory,Plum,Gray,Ivory,Orange,Teal,Hot pink,Red,Coral
12824,Hot pink,Navy blue,Gray,Khaki,Olden,Coral,Magenta,Hot pink,Maroon,Khaki
12825,Aquamarine,Maroon,Khaki,Aquamarine,Fuchsia,Charcoal,Azure,Orange,Ivory,White
12826,Red,Black,Navy blue,White,Maroon,Fuchsia,Purple,Magenta,Khaki,Teal
12827,White,Silver,White,Hot pink,Olive,Yellow,Silver,Coral,Olive,Azure
12828,Olive,Charcoal,Magenta,Hot pink,Red,Azure,Black,Khaki,Teal,Silver
12829,Silver,Navy blue,Khaki,Azure,Olive,Hot pink,Khaki,Brown,Hot pink,Olive
12830,Teal,Yellow,Azure,White,Brown,White,Maroon,Cyan,Silver,Navy blue
12831,Blue,Navy blue,Orange,Olden,Teal,Magenta,Blue,Plum,Red,Aquamarine
12832,Cyan,Fuchsia,Pea green,Brown,Olden,Teal,Cyan,Blue,Magenta,Maroon
12833,Plum,Red,Teal,Cyan,Crimson,Crimson,Pea green,Hot pink,Gray,Navy blue
12834,Crimson,Crimson,White,Teal,Crimson,Olden,Charcoal,Charcoal,Wheat,Brown
12835,Silver,Plum,Teal,Yellow,Teal,Olden,Olive,Brown,Ivory,Olive
12836,Khaki,Brown,Silver,Purple,Silver,Black,Magenta,Gray,Azure,Lime
12837,Silver,Charcoal,Azure,Pea green,Maroon,Orange,Pea green,Orange,Khaki,Green
12838,Plum,Hot pink,Wheat,Hot pink,White,Khaki,Ivory,Navy blue,Gray,Charcoal
12839,Silver,Azure,Plum,Coral,Purple,Orange,Crimson,Olden,Fuchsia,Fuchsia
12840,Crimson,Azure,White,Olden,Crimson,Ivory,Gray,Coral,Plum,Orange
12841,Purple,Charcoal,Aquamarine,Khaki,Aquamarine,Charcoal,Black,Magenta,Navy blue,Black
12842,Brown,Plum,Yellow,Pea green,Khaki,Olive,Charcoal,Red,Brown,Khaki
12843,Khaki,Khaki,Wheat,Magenta,Coral,Cyan,Ivory,Yellow,Wheat,Khaki
12844,Crimson,Teal,Aquamarine,Wheat,Red,Wheat,Gray,Brown,Maroon,Coral
12845,Green,Red,Green,Brown,Silver,Yellow,Crimson,Red,Aquamarine,Khaki
12846,Azure,Blue,Coral,Lime,Green,Khaki,Maroon,Cyan,White,Olive
12847,Pea green,Wheat,Crimson,Magenta,Fuchsia,Hot pink,Plum,Fuchsia,Lime,Olive
12848,Fuchsia,Wheat,Silver,Pea green,Khaki,Charcoal,Wheat,Gray,Khaki,Fuchsia
12849,Magenta,Cyan,Crimson,Blue,Red,Black,Plum,Silver,Maroon,Yellow
12850,Silver,Brown,Crimson,Charcoal,Charcoal,Green,Plum,Wheat,Khaki,Gray
12851,Purple,Coral,Ivory,Lime,Crimson,Green,Cyan,Crimson,Pea green,Silver
12852,Maroon,Aquamarine,Green,Khaki,Silver,Ivory,Coral,Cyan,Blue,Crimson
12853,Maroon,Blue,Navy blue,Wheat,Aquamarine,Pea green,Aquamarine,Yellow,Aquamarine,Navy blue
12854,Maroon,Aquamarine,Crimson,Ivory,Yellow,Olive,Wheat,Green,Green,Red
12855,Silver,Azure,Navy blue,Brown,Aquamarine,Purple,Orange,Orange,Hot pink,Aquamarine
12856,Azure,Brown,Silver,Coral,Azure,Gray,Olden,Yellow,Black,Silver
12857,Orange,Azure,Crimson,Plum,Magenta,Plum,Maroon,Gray,Teal,Pea green
12858,Blue,Yellow,Hot pink,Teal,Gray,Magenta,Hot pink,Plum,Navy blue,Black
12859,Khaki,Orange,Crimson,Black,Azure,Gray,Purple,Maroon,Azure,Orange
12860,Teal,White,Silver,Charcoal,Pea green,Orange,Magenta,Blue,Black,Red
12861,Aquamarine,Fuchsia,Ivory,Purple,Pea green,Olden,Aquamarine,Teal,Plum,Silver
12862,Red,Cyan,Ivory,Navy blue,Cyan,Wheat,Blue,Coral,Green,Charcoal
12863,Coral,Wheat,Olden,White,Coral,Khaki,Charcoal,Maroon,Black,Pea green
12864,Orange,Pea green,Teal,Ivory,Teal,Olive,Ivory,Maroon,Navy blue,Charcoal
12865,Ivory,Red,Cyan,Ivory,Olive,Crimson,Magenta,Ivory,Olive,Silver
12866,Azure,Hot pink,Blue,Blue,Gray,Gray,Green,Ivory,Brown,White
12867,Fuchsia,Blue,Plum,Lime,Navy blue,Plum,Olden,Coral,Ivory,Silver
12868,Black,Pea green,Gray,Azure,Teal,Yellow,Hot pink,Green,Olive,Teal
12869,Hot pink,Lime,Lime,Red,Wheat,Black,Fuchsia,Hot pink,Ivory,Teal
12870,Magenta,Red,Pea green,Purple,Maroon,Plum,Yellow,Aquamarine,Wheat,Khaki
12871,Navy blue,Wheat,Azure,Yellow,Gray,Azure,Hot pink,Aquamarine,Olden,Brown
12872,Cyan,Yellow,Orange,Maroon,Khaki,Fuchsia,Cyan,Olive,Plum,Black
12873,Olden,Lime,Wheat,Lime,Khaki,Brown,Black,Azure,Blue,Aquamarine
12874,Ivory,Plum,Coral,Teal,Pea green,Olive,Coral,Navy blue,Ivory,Wheat
12875,Brown,Magenta,Orange,Green,Magenta,Black,Coral,Crimson,Teal,Coral
12876,White,Fuchsia,Cyan,Fuchsia,Khaki,Charcoal,Blue,Cyan,Cyan,Lime
12877,Navy blue,Gray,Silver,Blue,Azure,Silver,Silver,Coral,Olden,Blue
12878,Olden,Fuchsia,Teal,Olden,Hot pink,Crimson,Navy blue,Pea green,Fuchsia,Navy blue
12879,Azure,Fuchsia,Magenta,Plum,Fuchsia,Gray,Purple,Charcoal,Cyan,Khaki
12880,Ivory,Yellow,Blue,Red,Aquamarine,Olive,Azure,Blue,Red,Aquamarine
12881,Teal,White,Black,Charcoal,Teal,Plum,Maroon,Maroon,White,Khaki
12882,Navy blue,Silver,Magenta,Orange,Gray,Olden,Navy blue,Cyan,Navy blue,Ivory
12883,Black,Purple,Lime,Gray,Silver,Hot pink,Fuchsia,Lime,Navy blue,Ivory
12884,Yellow,Magenta,White,Navy blue,Brown,Khaki,White,Aquamarine,Olive,Ivory
12885,Maroon,Maroon,Olden,Plum,Teal,Azure,Yellow,Brown,Azure,Lime
12886,Red,Coral,Orange,Pea green,Olive,Teal,Pea green,Black,Khaki,Black
12887,Olden,Ivory,Orange,Magenta,Coral,Red,Magenta,Olive,Azure,Aquamarine
12888,Azure,Maroon,Azure,Cyan,Navy blue,Black,Maroon,Gray,Cyan,Black
12889,Khaki,Black,Gray,White,Charcoal,Wheat,Plum,Purple,Azure,Brown
12890,Plum,Plum,Crimson,Red,Pea green,Olden,Purple,Purple,Ivory,Black
12891,Lime,Red,Brown,Cyan,White,Red,Orange,Wheat,Magenta,Cyan
12892,Aquamarine,Cyan,Ivory,Fuchsia,Yellow,Maroon,White,Navy blue,White,White
12893,Teal,Crimson,Silver,Navy blue,Aquamarine,Teal,Purple,Yellow,Aquamarine,Red
12894,Yellow,Coral,Ivory,White,Charcoal,Orange,Teal,Lime,Gray,Purple
12895,Silver,Teal,Blue,Olive,Purple,Maroon,Azure,Lime,Pea green,Coral
12896,Cyan,Brown,Navy blue,Cyan,Crimson,Wheat,Teal,Khaki,Gray,Wheat
12897,Crimson,Green,Plum,Yellow,Pea green,Red,White,Crimson,Azure,Maroon
12898,Hot pink,Red,Purple,Yellow,Teal,Yellow,Coral,Green,Green,Black
12899,Ivory,Aquamarine,Blue,Olden,Silver,White,Brown,Hot pink,Cyan,Crimson
12900,Khaki,Cyan,Aquamarine,Olden,Cyan,Gray,Black,White,Blue,Coral
12901,Orange,Green,Ivory,Maroon,Blue,Blue,Crimson,Black,Teal,Black
12902,Red,Khaki,Lime,Purple,Purple,Hot pink,Red,Brown,Aquamarine,Orange
12903,Green,Wheat,Lime,Orange,Red,Khaki,Azure,Silver,Coral,Brown
12904,Blue,Charcoal,Olive,Orange,Teal,Aquamarine,Teal,Magenta,Silver,Navy blue
12905,Coral,Purple,Silver,Khaki,Magenta,Maroon,Purple,Charcoal,Silver,Crimson
12906,Crimson,Olive,Black,Olive,Purple,Silver,Yellow,Green,Magenta,Charcoal
12907,Ivory,Khaki,Cyan,Charcoal,Aquamarine,Maroon,Hot pink,Ivory,Maroon,Teal
12908,Charcoal,Azure,Green,Purple,Lime,Purple,Cyan,Khaki,Lime,Aquamarine
12909,Teal,Crimson,Pea green,Silver,Khaki,Coral,Green,Plum,Pea green,Magenta
12910,Navy blue,Aquamarine,Navy blue,Wheat,Ivory,Pea green,Green,Silver,Fuchsia,Lime
12911,Black,Fuchsia,Lime,Lime,Pea green,Crimson,Khaki,Black,Charcoal,Plum
12912,Azure,Azure,Pea green,Khaki,Plum,Olden,Navy blue,Green,Hot pink,Purple
12913,Navy blue,Crimson,Khaki,Yellow,Lime,Olive,Red,Blue,Silver,Magenta
12914,Maroon,Cyan,Magenta,Azure,Purple,Hot pink,Black,Plum,Aquamarine,Navy blue
12915,Green,Lime,Navy blue,Orange,Yellow,Wheat,Silver,Orange,Gray,Red
12916,Charcoal,Maroon,Red,Hot pink,Charcoal,Khaki,Teal,Olden,Crimson,Orange
12917,Navy blue,Green,Khaki,Wheat,Gray,Fuchsia,Silver,Teal,Lime,Navy blue
12918,Olive,Silver,Orange,Gray,Purple,Plum,Charcoal,Teal,Gray,Red
12919,White,Charcoal,Olden,Maroon,Red,Wheat,Maroon,Black,Azure,Azure
12920,Gray,Magenta,Gray,Maroon,Brown,White,Yellow,Maroon,Black,Khaki
12921,Coral,Magenta,Hot pink,Wheat,Magenta,Pea green,Olden,Aquamarine,Brown,Magenta
12922,Magenta,Olden,Magenta,Brown,Fuchsia,Aquamarine,Olden,Maroon,Orange,Teal
12923,Green,Olive,Olden,Red,Khaki,Maroon,Purple,Red,Silver,Orange
12924,Gray,Olden,Plum,Fuchsia,Purple,Teal,Magenta,Black,Lime,Green
12925,Cyan,Blue,Fuchsia,Wheat,Green,Red,Coral,Brown,Hot pink,Ivory
